Escola3, -48.2981222,-10.3328832
Escola4, -48.2926419,-10.3344613


Lat	Long
-10.3417335	-48.2923717
-10.3379541	-48.2922818
-10.3334353	-48.2931997
-10.3298283	-48.2981612
-10.3338151	-48.2985348
-10.341279	-48.2962863
-10.3614183	-48.3029917
-10.352462	-48.3057383
-10.3532926	-48.3008984
-10.3489923	-48.2978834
-10.347388	-48.2908727
-10.3533406	-48.2923532
-10.3486301	-48.2979548
-10.360037	-48.3079338
-10.3485963	-48.2943296

