ID	Pontos	Lat	Long
0	Escola8	-10.2245109	-48.3208702
1	Ponto8	-10.2301193	-48.3151491
2	Ponto12	-10.2743854	-48.275231
3	Ponto13	-10.2632372	-48.2748018
4	Ponto11	-10.2542846	-48.2831274
5	Ponto2	-10.2421262	-48.220755
6	Ponto3	-10.2384098	-48.2241882
7	Ponto1	-10.2406319	-48.2442196
8	Ponto7	-10.2477339	-48.2498216
9	Ponto6	-10.2511083	-48.2575153
10	Ponto10	-10.2459422	-48.2708784
11	Ponto4	-10.2390222	-48.2819856
12	Ponto9	-10.2383124	-48.3009012
13	Ponto5	-10.2299949	-48.3101422
